question_id,original_text,normalized_text,source_file,source_platform,evidence_type,real_vs_synthetic,candidate_family_id,candidate_family_name,candidate_phase2_flow,candidate_flow_name,mapping_confidence,ambiguity_flag,high_risk_flag,search_volume,competition,mapping_rationale
"MQU-00078","ERP consultant services","erp consultant services","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-00079","ERP consultant company","erp consultant company","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-00080","functional ERP consultant","functional erp consultant","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-00081","business process automation services","business process automation services","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-00082","AI adoption strategy","ai adoption strategy","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00083","generative AI consulting services","generative ai consulting services","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00084","AI automation agency services","ai automation agency services","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-00085","fractional CTO services","fractional cto services","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00086","types of IT consulting services","types of it consulting services","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00087","healthcare IT consulting services","healthcare it consulting services","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00088","IT consulting services near me","it consulting services near me","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00089","strategic IT consulting services","strategic it consulting services","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00090","IT consulting services company","it consulting services company","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00091","business process automation consultant","business process automation consultant","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-00092","IT consulting services for small business","it consulting services for small business","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00093","ERP consultant near me","erp consultant near me","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-00094","managed IT consulting services","managed it consulting services","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00095","workflow automation consultant","workflow automation consultant","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-03","Workflow & AI Automation Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit workflow/automation keyword match."
"MQU-00096","gen AI consulting services","gen ai consulting services","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00097","digital transformation advisor","digital transformation advisor","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00098","कीवर्ड","कीवर्ड","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00099","**Website design services**","**website design services**","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-00100","web design agency","web design agency","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00101","web design agency india","web design agency india","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00102","small business website design services","small business website design services","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-00103","professional website design services","professional website design services","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-00104","custom website design services","custom website design services","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-00105","branding services","branding services","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.9,false,false,,,"General service list or capability inquiry."
"MQU-00106","कीवर्ड","कीवर्ड","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00107","custom website development","custom website development","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-00108","custom website development service","custom website development service","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-00109","custom website development company","custom website development company","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-00110","custom website development firm","custom website development firm","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-00111","custom website development agency","custom website development agency","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-00112","modern website design agency","modern website design agency","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-00113","""wordpress vs custom website""","wordpress vs custom website","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-00114","कीवर्ड","कीवर्ड","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00115","graphic design service","graphic design service","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00116","unlimited graphic design service","unlimited graphic design service","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00117","freelance graphic design service","freelance graphic design service","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00118","best unlimited graphic design service","best unlimited graphic design service","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
